Store,Location_Store,Customer_Geo,Customer_Age,Cust_City,Cust_Dist,Cust_State,Customer_Income,Customer_Gender,Customer_Marital_Status,Transaction_Date,Volume,Price,Product_Model,Product_Category,Product_Brand,Product_company,Cust_Ethnic,Occupation,Loan_Amount,Default_Risk,Outstanding,First_replayment_date,Last_repayment_date
TCS Auto,Pune,Delhi India,32,Nagpur,New Delhi,Telangana,410750,Male,Unmarried,02 March 2024,3,1335476,Asta,Sedan,Creta,Maruti,Native American,Government Employee,941933,0,217998,19 May 2024,03 April 2027
CarWorld,Pune,Telangana India,60,Nagpur,New Delhi,West Bengal,778598,Female,Married,02 January 2024,1,648373,Asta,Compact SUV,I10 GRAND,Hyundai,Asian,Government Employee,437962,1,155103,27 March 2024,17 September 2026
AutoZone,Bangalore,Karnataka India,33,Nagpur,Pune,Telangana,2121394,Male,Married,11 March 2024,2,1107142,Magna,Premium Hatchback,Verna,Hyundai,Asian,Professional,839112,0,174381,29 April 2024,05 October 2026
SpeedWheels,Mumbai,West Bengal India,40,Hyderabad,Mumbai Suburban,Tamil Nadu,959980,Male,Married,14 February 2023,2,632579,Sportz,Premium Hatchback,Creta,Honda,Native American,Self Employed,471980,0,105209,14 May 2023,15 May 2025
CarWorld,Hyderabad,Karnataka India,61,Mumbai,Mumbai Suburban,Delhi,1211858,Male,Unmarried,13 September 2024,2,1254543,Magna,Sedan,I10 GRAND,Maruti,African,Professional,913558,0,204768,11 December 2024,15 June 2026
AutoZone,Delhi,Telangana India,50,Pune,Chennai,Maharashtra,2052725,Male,Divorced,14 January 2023,1,672475,Magna,Premium Hatchback,Brezza,Maruti,Asian,Self Employed,484785,0,34399,03 April 2023,13 March 2026
AutoZone,Bangalore,West Bengal India,49,Hyderabad,Kolkata,Karnataka,937883,Male,Unmarried,23 May 2024,3,1107954,Sportz,Luxury Sedan,Nexon,Tata,Asian,Retired,724826,1,501056,04 July 2024,08 September 2026
SpeedWheels,Chennai,Telangana India,52,Mumbai,Mumbai Suburban,Telangana,1324095,Male,Unmarried,20 November 2024,1,2313863,Era,Entry Hatchback,Nexon,Hyundai,Hispanic,Business Owner,1729436,0,379204,28 January 2025,10 June 2027
CarWorld,Bangalore,Tamil Nadu India,53,Kolkata,Pune,Delhi,2283290,Female,Married,18 June 2023,1,762325,LX,Compact SUV,Nexon,Maruti,Hispanic,Business Owner,535950,0,73246,15 August 2023,18 November 2024
SpeedWheels,Kolkata,Tamil Nadu India,26,Mumbai,Chennai,West Bengal,313849,Female,Unmarried,22 July 2023,1,927359,SX,Sedan,City,Maruti,African,Retired,719524,1,255751,22 August 2023,15 September 2024
TCS Auto,Hyderabad,Maharashtra India,35,Kolkata,Kolkata,Maharashtra,1928978,Male,Married,17 February 2023,3,1330815,VX,Entry Hatchback,Nexon,Honda,Caucasian,Salaried,801044,0,161925,30 March 2023,08 March 2026
SpeedWheels,Pune,Maharashtra India,24,Pune,Chennai,West Bengal,835888,Female,Married,03 October 2023,1,936436,Era,Compact SUV,Baleno,Maruti,Asian,Business Owner,601340,1,354962,12 November 2023,23 July 2026
TCS Auto,Chennai,Delhi India,51,Hyderabad,Kolkata,Karnataka,1744345,Male,Unmarried,21 June 2024,2,1923934,LX,SUV,City,Maruti,Caucasian,Self Employed,1445097,0,220240,08 September 2024,29 May 2026
TCS Auto,Pune,Telangana India,35,Nagpur,Kolkata,Telangana,2284675,Male,Married,19 June 2023,1,1224852,LX,Luxury Sedan,Baleno,Hyundai,Asian,Business Owner,915599,0,177786,09 August 2023,13 March 2025
CarWorld,Delhi,Telangana India,53,Delhi,Chennai,Delhi,1852537,Male,Unmarried,27 June 2024,3,604833,VX,Premium Hatchback,Creta,Maruti,Caucasian,Government Employee,417489,0,19537,04 September 2024,16 June 2027
SpeedWheels,Bangalore,Delhi India,40,Mumbai,Mumbai Suburban,Maharashtra,2115565,Male,Unmarried,18 July 2023,3,809924,LX,Premium Hatchback,Verna,Hyundai,Asian,Salaried,590519,0,28782,28 September 2023,24 October 2025
TCS Auto,Delhi,West Bengal India,53,Nashik,New Delhi,Karnataka,630762,Male,Married,07 November 2023,1,2020748,VX,Luxury Sedan,Baleno,Hyundai,Asian,Business Owner,1535071,0,45260,27 January 2024,02 October 2026
TCS Auto,Kolkata,Tamil Nadu India,38,Hyderabad,Hyderabad,Telangana,1894300,Male,Unmarried,26 May 2024,1,1980402,LX,Compact SUV,Baleno,Hyundai,Caucasian,Business Owner,1431407,0,153927,05 July 2024,12 April 2027
SpeedWheels,Bangalore,Maharashtra India,59,Mumbai,Bangalore Urban,Karnataka,528565,Female,Unmarried,23 April 2024,1,1111608,SX,Entry Hatchback,Verna,Maruti,Hispanic,Business Owner,833682,1,412362,12 June 2024,29 May 2026
SpeedWheels,Kolkata,Maharashtra India,30,Chennai,New Delhi,Telangana,443844,Male,Married,18 August 2023,1,1351766,Magna,Compact SUV,Creta,Hyundai,Asian,Retired,893954,0,216305,19 September 2023,16 February 2026
AutoZone,Delhi,Tamil Nadu India,23,Kolkata,Mumbai Suburban,Tamil Nadu,1709089,Male,Married,17 October 2023,2,2301111,Era,Entry Hatchback,I10 GRAND,Maruti,Asian,Government Employee,1923658,1,476780,22 November 2023,04 July 2026
AutoHub,Pune,Telangana India,54,Bangalore,New Delhi,Karnataka,2144823,Female,Married,24 June 2024,1,1525764,Era,SUV,Creta,Hyundai,Asian,Self Employed,1001837,0,221843,08 August 2024,27 August 2025
SpeedWheels,Hyderabad,Maharashtra India,45,Pune,Mumbai Suburban,Karnataka,790640,Male,Married,05 April 2023,3,2152699,ZX,Compact SUV,I10 GRAND,Tata,Native American,Professional,1608569,0,146306,07 May 2023,05 November 2025
TCS Auto,Chennai,Telangana India,48,Chennai,Pune,Tamil Nadu,1278556,Female,Married,16 April 2023,3,1382474,VX,Entry Hatchback,Verna,Hyundai,Asian,Self Employed,1108739,0,216339,07 June 2023,09 December 2024
SpeedWheels,Chennai,Delhi India,41,Chennai,Chennai,Telangana,1509138,Male,Married,29 March 2024,3,655601,SX,Luxury Sedan,I10 GRAND,Maruti,Asian,Salaried,538960,0,121172,11 May 2024,04 November 2025
SCP,Chennai,Maharashtra India,35,Kolkata,Kolkata,Tamil Nadu,2409050,Female,Married,19 September 2024,1,1538033,LX,Compact SUV,Baleno,Maruti,Caucasian,Government Employee,1097095,0,135087,24 October 2024,16 May 2026
AutoZone,Pune,West Bengal India,24,Hyderabad,Kolkata,Karnataka,1749367,Female,Married,12 July 2024,2,2469387,Asta,Compact SUV,Creta,Maruti,Asian,Self Employed,1979943,0,445883,22 August 2024,17 June 2026
SCP,Kolkata,Delhi India,47,Pune,Bangalore Urban,Maharashtra,327542,Male,Divorced,24 July 2024,3,1508440,Sportz,Entry Hatchback,Baleno,Hyundai,Caucasian,Self Employed,1134375,0,183144,20 October 2024,20 April 2026
AutoZone,Delhi,Telangana India,56,Pune,New Delhi,Maharashtra,1384949,Male,Unmarried,14 October 2023,1,2464011,Sportz,Luxury Sedan,Brezza,Hyundai,African,Self Employed,1848963,0,333875,12 December 2023,06 May 2026
DriveEasy,Pune,Telangana India,50,Kolkata,Hyderabad,Telangana,2009694,Male,Married,19 July 2023,1,1964788,ZX,Sedan,Verna,Maruti,Native American,Government Employee,1299314,0,216544,14 September 2023,02 October 2024
AutoHub,Delhi,West Bengal India,31,Mumbai,New Delhi,Karnataka,705617,Female,Married,17 June 2024,3,1291362,Sportz,SUV,Creta,Maruti,Asian,Business Owner,809832,0,154151,28 July 2024,13 September 2026
CarWorld,Delhi,West Bengal India,64,Nashik,New Delhi,Telangana,374260,Male,Married,11 March 2023,2,1928751,Era,Luxury Sedan,Baleno,Maruti,Asian,Business Owner,1218639,1,293982,16 April 2023,04 September 2024
SCP,Pune,Delhi India,45,Nashik,Chennai,Maharashtra,598099,Male,Unmarried,12 October 2024,2,1225435,Sportz,Luxury Sedan,I10 GRAND,Maruti,African,Government Employee,804024,0,187700,16 December 2024,02 November 2026
DriveEasy,Delhi,Telangana India,50,Delhi,Bangalore Urban,Maharashtra,1281250,Female,Married,06 February 2024,3,1315162,SX,Premium Hatchback,Brezza,Maruti,African,Business Owner,976506,0,143019,09 April 2024,24 December 2026
AutoZone,Hyderabad,Karnataka India,55,Bangalore,Kolkata,Telangana,800438,Male,Divorced,21 February 2024,1,2075038,ZX,Compact SUV,Brezza,Maruti,Native American,Business Owner,1377274,0,123931,25 March 2024,15 August 2026
AutoHub,Chennai,Maharashtra India,48,Nagpur,New Delhi,Telangana,758481,Male,Unmarried,04 April 2024,2,2349300,ZX,Luxury Sedan,Baleno,Hyundai,Asian,Retired,1555999,0,314374,11 June 2024,13 December 2026
AutoHub,Delhi,Telangana India,50,Delhi,Kolkata,West Bengal,1728529,Male,Divorced,24 April 2023,1,1146501,ZX,Sedan,Verna,Hyundai,Asian,Salaried,808512,0,181732,05 July 2023,17 October 2025
SpeedWheels,Delhi,Tamil Nadu India,33,Bangalore,Hyderabad,Maharashtra,1952570,Female,Married,03 March 2023,1,1808514,Magna,Sedan,Creta,Tata,Caucasian,Self Employed,1489237,1,486520,17 April 2023,30 January 2025
AutoZone,Mumbai,Tamil Nadu India,64,Bangalore,Pune,Telangana,614666,Male,Married,06 August 2024,1,630044,LX,Luxury Sedan,City,Tata,Native American,Government Employee,540451,0,69735,16 October 2024,10 March 2026
TCS Auto,Chennai,Delhi India,45,Bangalore,Bangalore Urban,Karnataka,2077672,Male,Unmarried,19 March 2024,2,1412282,Asta,Premium Hatchback,Verna,Maruti,African,Retired,956649,0,110187,24 April 2024,16 August 2025
SCP,Chennai,Tamil Nadu India,26,Pune,Hyderabad,West Bengal,2412622,Male,Divorced,31 October 2024,2,516133,VX,Premium Hatchback,Verna,Hyundai,Native American,Business Owner,311829,1,86652,26 December 2024,14 August 2026
SCP,Bangalore,Telangana India,52,Chennai,Pune,Tamil Nadu,1401133,Male,Unmarried,22 March 2024,2,2236389,ZX,SUV,Creta,Hyundai,Hispanic,Salaried,1650341,1,416915,17 June 2024,05 February 2027
AutoHub,Mumbai,Telangana India,30,Mumbai,New Delhi,West Bengal,1657101,Male,Married,13 June 2024,2,667383,SX,Luxury Sedan,Baleno,Maruti,Asian,Business Owner,455796,0,48207,22 July 2024,17 November 2026
AutoZone,Chennai,West Bengal India,55,Kolkata,Pune,Tamil Nadu,914810,Female,Married,01 January 2024,1,2290752,Sportz,Luxury Sedan,Baleno,Hyundai,Hispanic,Retired,1688824,0,156327,15 February 2024,02 February 2027
SpeedWheels,Kolkata,Delhi India,59,Delhi,New Delhi,Tamil Nadu,1299546,Female,Married,07 June 2023,3,997409,LX,Sedan,I10 GRAND,Hyundai,Caucasian,Business Owner,738486,0,139789,19 August 2023,17 July 2025
AutoZone,Mumbai,Maharashtra India,40,Mumbai,Chennai,Tamil Nadu,1587425,Female,Married,20 May 2024,2,619321,LX,SUV,Swift,Hyundai,Asian,Retired,527399,0,58431,08 July 2024,23 September 2025
SpeedWheels,Chennai,Maharashtra India,36,Nagpur,Bangalore Urban,Tamil Nadu,1018412,Male,Married,18 May 2023,3,1275852,Era,Compact SUV,Baleno,Tata,Asian,Salaried,782519,0,183744,27 June 2023,21 January 2025
AutoZone,Bangalore,Maharashtra India,27,Nagpur,Chennai,West Bengal,2341491,Male,Unmarried,19 July 2023,3,1421626,VX,Entry Hatchback,Baleno,Maruti,Asian,Self Employed,1278701,1,536939,15 September 2023,29 September 2025
SpeedWheels,Pune,Telangana India,23,Pune,Mumbai Suburban,Karnataka,1075924,Female,Married,05 August 2023,3,1102216,Magna,Luxury Sedan,I10 GRAND,Maruti,Asian,Retired,691132,0,165104,22 October 2023,08 September 2026
DriveEasy,Mumbai,Tamil Nadu India,60,Chennai,Chennai,Delhi,1621298,Male,Unmarried,05 September 2023,2,1747561,VX,SUV,Verna,Maruti,Asian,Salaried,1472804,1,345910,13 October 2023,04 November 2024
TCS Auto,Mumbai,Delhi India,48,Mumbai,Mumbai Suburban,Tamil Nadu,1591392,Male,Married,08 February 2023,3,1363340,Magna,Premium Hatchback,Brezza,Honda,Native American,Self Employed,1114312,0,247542,16 April 2023,09 November 2024
TCS Auto,Bangalore,Karnataka India,52,Nashik,Hyderabad,West Bengal,977164,Male,Married,08 September 2023,3,1007742,LX,SUV,City,Maruti,Caucasian,Retired,667772,0,144354,31 October 2023,30 August 2025
SpeedWheels,Delhi,West Bengal India,60,Mumbai,Mumbai Suburban,Delhi,2329413,Female,Married,02 August 2023,3,743230,VX,Entry Hatchback,City,Honda,Asian,Salaried,514540,0,54816,18 October 2023,12 March 2026
AutoZone,Pune,Telangana India,24,Kolkata,Pune,Telangana,537982,Female,Married,17 March 2023,3,1079719,Era,Luxury Sedan,Brezza,Hyundai,Asian,Government Employee,956425,1,289515,11 May 2023,17 March 2026
CarWorld,Mumbai,West Bengal India,59,Mumbai,Hyderabad,Tamil Nadu,1444599,Female,Married,18 February 2024,1,1476165,LX,Sedan,I10 GRAND,Maruti,Asian,Retired,1131276,0,250264,20 March 2024,12 May 2026
AutoHub,Pune,West Bengal India,35,Mumbai,Hyderabad,West Bengal,307959,Male,Unmarried,27 January 2023,3,1680009,Asta,Sedan,Verna,Maruti,African,Retired,1266823,0,130683,06 April 2023,11 May 2024
AutoZone,Delhi,Telangana India,39,Pune,Kolkata,Maharashtra,389061,Female,Unmarried,12 January 2023,2,2064042,Magna,Premium Hatchback,Brezza,Hyundai,Asian,Salaried,1604904,1,748058,14 March 2023,06 March 2026
DriveEasy,Hyderabad,West Bengal India,25,Pune,Chennai,West Bengal,1048832,Male,Unmarried,27 February 2024,1,1879850,VX,Sedan,Brezza,Hyundai,African,Retired,1680096,1,1140090,16 April 2024,18 December 2026
AutoHub,Delhi,Delhi India,50,Nashik,Hyderabad,Maharashtra,1367406,Male,Married,02 November 2024,1,1287674,LX,Sedan,Brezza,Tata,Asian,Professional,900239,0,51571,29 December 2024,02 May 2027
SpeedWheels,Bangalore,Tamil Nadu India,64,Mumbai,Bangalore Urban,Tamil Nadu,1335724,Male,Married,26 November 2023,1,860551,Asta,SUV,Verna,Hyundai,African,Self Employed,666178,0,161844,22 January 2024,30 April 2026
TCS Auto,Delhi,Karnataka India,24,Bangalore,Mumbai Suburban,Maharashtra,1901010,Male,Divorced,14 July 2024,1,644096,LX,Sedan,City,Tata,African,Retired,503066,0,89494,28 September 2024,13 May 2026
AutoZone,Chennai,Tamil Nadu India,51,Nashik,Bangalore Urban,Maharashtra,538273,Female,Unmarried,31 January 2023,1,1172126,Era,Compact SUV,Brezza,Hyundai,Asian,Professional,770476,0,42887,09 April 2023,05 November 2024
AutoZone,Delhi,West Bengal India,48,Hyderabad,Pune,West Bengal,547725,Male,Divorced,12 February 2023,1,1062555,Asta,SUV,Nexon,Honda,Hispanic,Self Employed,946572,1,209374,24 March 2023,17 April 2025
SCP,Delhi,West Bengal India,43,Hyderabad,New Delhi,Karnataka,785583,Male,Married,10 September 2023,1,1657837,VX,Luxury Sedan,Verna,Hyundai,Asian,Retired,1189138,1,762496,07 December 2023,08 April 2025
CarWorld,Kolkata,Karnataka India,49,Nashik,Mumbai Suburban,Tamil Nadu,598868,Female,Unmarried,22 March 2024,1,1001901,Sportz,Premium Hatchback,Creta,Tata,Hispanic,Salaried,719808,1,307851,27 May 2024,29 December 2026
TCS Auto,Kolkata,Tamil Nadu India,50,Kolkata,Hyderabad,Maharashtra,1387312,Female,Married,16 December 2024,3,1697779,SX,Premium Hatchback,Brezza,Maruti,Asian,Self Employed,1482211,0,297290,24 January 2025,11 August 2027
CarWorld,Mumbai,Maharashtra India,63,Bangalore,New Delhi,Tamil Nadu,771303,Male,Unmarried,26 October 2023,2,1373995,Magna,Luxury Sedan,Nexon,Honda,Native American,Self Employed,1134461,0,117736,07 December 2023,15 August 2026
SCP,Kolkata,West Bengal India,44,Nashik,Pune,Karnataka,1616864,Female,Unmarried,10 July 2023,1,675044,Era,Luxury Sedan,Brezza,Maruti,Asian,Salaried,478847,1,325979,23 August 2023,11 September 2025
SCP,Bangalore,Maharashtra India,30,Delhi,Chennai,Tamil Nadu,1581792,Male,Unmarried,08 November 2023,2,2241870,Asta,Premium Hatchback,Verna,Hyundai,Native American,Salaried,1514010,0,225632,27 December 2023,15 December 2025
AutoZone,Chennai,Karnataka India,50,Bangalore,Kolkata,Tamil Nadu,1907145,Male,Unmarried,26 April 2023,3,2225481,SX,Luxury Sedan,Baleno,Hyundai,Asian,Government Employee,1338925,0,296128,12 July 2023,25 October 2024
AutoZone,Pune,Telangana India,43,Nashik,Bangalore Urban,Tamil Nadu,1585715,Female,Married,17 October 2023,1,1895749,Era,Luxury Sedan,Brezza,Maruti,Asian,Business Owner,1298364,1,610565,29 December 2023,28 October 2026
SpeedWheels,Bangalore,Maharashtra India,59,Bangalore,Mumbai Suburban,Telangana,903991,Male,Unmarried,18 November 2024,2,1833868,LX,Compact SUV,Brezza,Hyundai,Asian,Retired,1179776,0,53103,06 February 2025,19 August 2026
AutoZone,Hyderabad,Delhi India,41,Pune,Hyderabad,Karnataka,1899377,Female,Unmarried,20 October 2024,2,671838,Asta,Sedan,City,Tata,Asian,Government Employee,451815,0,79493,17 December 2024,07 July 2026
SpeedWheels,Chennai,West Bengal India,21,Bangalore,Hyderabad,Tamil Nadu,2130787,Male,Married,29 November 2023,3,2316479,LX,SUV,Swift,Maruti,Native American,Salaried,2055892,1,636075,30 January 2024,15 March 2025
TCS Auto,Kolkata,Delhi India,60,Bangalore,Mumbai Suburban,West Bengal,2038730,Female,Married,06 August 2023,2,684058,ZX,Luxury Sedan,Brezza,Honda,Caucasian,Self Employed,453097,1,306679,14 September 2023,25 April 2025
DriveEasy,Chennai,Tamil Nadu India,30,Chennai,Kolkata,Karnataka,308814,Male,Married,11 June 2024,1,1158232,SX,Luxury Sedan,I10 GRAND,Hyundai,African,Government Employee,698881,0,86325,23 August 2024,11 February 2027
CarWorld,Mumbai,Maharashtra India,49,Nashik,Chennai,Telangana,579671,Male,Married,27 January 2023,3,1185573,SX,Compact SUV,City,Tata,Asian,Government Employee,785697,1,206668,04 April 2023,19 January 2026
AutoHub,Mumbai,Telangana India,51,Kolkata,New Delhi,West Bengal,2439637,Male,Married,06 January 2024,1,1173569,VX,SUV,Baleno,Tata,Hispanic,Self Employed,922870,1,501377,20 March 2024,14 September 2026
AutoHub,Chennai,Tamil Nadu India,50,Bangalore,New Delhi,Delhi,455902,Male,Divorced,06 June 2023,3,2085262,Era,Entry Hatchback,City,Honda,Asian,Retired,1807147,1,1187100,04 September 2023,28 March 2025
SpeedWheels,Pune,Delhi India,59,Bangalore,Bangalore Urban,Delhi,1924785,Female,Married,22 April 2024,3,2401446,LX,Luxury Sedan,Brezza,Hyundai,Caucasian,Retired,1726718,1,679540,11 July 2024,04 January 2026
SCP,Kolkata,Tamil Nadu India,31,Delhi,Bangalore Urban,Tamil Nadu,1767953,Male,Married,19 August 2023,2,1217689,SX,Compact SUV,Verna,Hyundai,Caucasian,Salaried,1037846,1,330648,30 September 2023,20 June 2025
AutoZone,Pune,Karnataka India,63,Kolkata,New Delhi,Delhi,1652474,Female,Divorced,29 February 2024,3,1157586,LX,Luxury Sedan,Baleno,Maruti,Asian,Retired,911690,0,189793,09 April 2024,05 June 2026
AutoHub,Kolkata,Tamil Nadu India,42,Delhi,Pune,Tamil Nadu,441853,Male,Married,16 August 2023,1,2197218,Asta,Compact SUV,Nexon,Hyundai,Hispanic,Salaried,1397167,1,350585,18 October 2023,06 August 2025
CarWorld,Kolkata,Tamil Nadu India,45,Nashik,Mumbai Suburban,West Bengal,648683,Female,Unmarried,06 June 2024,1,974316,Sportz,Sedan,I10 GRAND,Tata,Asian,Salaried,750694,1,206988,16 July 2024,21 May 2027
AutoHub,Pune,Telangana India,45,Bangalore,Mumbai Suburban,Telangana,1595540,Male,Married,09 November 2024,1,1985949,Era,Luxury Sedan,Verna,Hyundai,Caucasian,Government Employee,1541170,1,918726,23 December 2024,15 November 2027
AutoZone,Hyderabad,Maharashtra India,45,Kolkata,Chennai,Telangana,2003624,Male,Unmarried,21 March 2024,1,1212048,Era,Entry Hatchback,Nexon,Maruti,Caucasian,Business Owner,832902,0,111360,21 May 2024,28 November 2025
AutoZone,Delhi,Delhi India,55,Nashik,Chennai,Maharashtra,531019,Male,Married,05 February 2024,3,1934433,Sportz,Premium Hatchback,I10 GRAND,Honda,Asian,Salaried,1490164,0,267017,02 May 2024,21 December 2026
SCP,Bangalore,West Bengal India,55,Chennai,Kolkata,Karnataka,880537,Female,Unmarried,27 July 2024,2,2386910,Magna,Entry Hatchback,Verna,Maruti,African,Government Employee,2094996,1,1001356,12 October 2024,25 January 2026
AutoHub,Kolkata,Tamil Nadu India,55,Delhi,Pune,Tamil Nadu,540661,Female,Unmarried,13 July 2023,2,925281,LX,Sedan,Verna,Honda,Hispanic,Business Owner,611544,0,34873,19 August 2023,23 August 2024
TCS Auto,Delhi,Maharashtra India,64,Mumbai,Mumbai Suburban,Karnataka,1388500,Male,Unmarried,04 February 2024,1,1878046,Magna,Premium Hatchback,Nexon,Honda,Asian,Professional,1645182,1,741965,11 March 2024,24 January 2026
SCP,Chennai,Delhi India,37,Chennai,Chennai,West Bengal,2488808,Male,Divorced,20 March 2023,1,537516,Era,Compact SUV,Swift,Hyundai,Hispanic,Salaried,482885,1,164601,08 May 2023,30 November 2025
AutoZone,Pune,Telangana India,29,Bangalore,Chennai,Maharashtra,447667,Male,Married,23 May 2024,3,990823,ZX,SUV,Baleno,Honda,Caucasian,Business Owner,671033,0,106014,01 August 2024,24 April 2026
CarWorld,Hyderabad,Tamil Nadu India,31,Bangalore,Pune,Tamil Nadu,1084240,Male,Unmarried,13 February 2023,3,503471,Era,Sedan,I10 GRAND,Maruti,African,Government Employee,330933,0,70340,26 March 2023,13 June 2025
TCS Auto,Pune,West Bengal India,59,Kolkata,Mumbai Suburban,Maharashtra,501801,Male,Married,21 October 2023,2,579467,Magna,Sedan,Swift,Maruti,Asian,Retired,348095,1,129271,03 January 2024,14 November 2026
CarWorld,Kolkata,Maharashtra India,32,Hyderabad,Pune,Maharashtra,1547344,Male,Unmarried,23 May 2023,2,1037602,Era,SUV,Creta,Tata,Asian,Business Owner,795923,0,169240,23 June 2023,13 September 2024
SCP,Chennai,West Bengal India,44,Bangalore,Mumbai Suburban,Delhi,2389607,Female,Married,02 May 2024,2,1580210,LX,Sedan,Baleno,Tata,African,Self Employed,1085142,0,131785,02 July 2024,16 July 2025
AutoHub,Bangalore,Tamil Nadu India,47,Nashik,Mumbai Suburban,Karnataka,2262993,Male,Unmarried,20 April 2023,2,2133050,Asta,Luxury Sedan,I10 GRAND,Hyundai,Asian,Salaried,1902010,0,309751,05 July 2023,03 June 2025
CarWorld,Chennai,Karnataka India,42,Kolkata,Chennai,Delhi,1061687,Female,Unmarried,10 May 2023,1,2257352,VX,Luxury Sedan,Baleno,Tata,Asian,Government Employee,1728575,0,370033,28 July 2023,09 June 2026
AutoZone,Chennai,Maharashtra India,26,Nagpur,Hyderabad,Tamil Nadu,343479,Male,Married,05 May 2023,2,1563743,Asta,Luxury Sedan,Verna,Tata,Asian,Professional,1181514,1,336983,14 July 2023,18 August 2025
SpeedWheels,Pune,West Bengal India,25,Delhi,Kolkata,Delhi,1696726,Female,Unmarried,16 April 2024,3,1397830,ZX,SUV,Baleno,Hyundai,Caucasian,Government Employee,962553,0,46587,14 July 2024,03 September 2026
AutoZone,Pune,West Bengal India,52,Kolkata,Chennai,Tamil Nadu,1197082,Female,Married,28 December 2023,2,728079,Sportz,Premium Hatchback,Nexon,Honda,Hispanic,Self Employed,469309,0,17290,09 March 2024,03 January 2027
CarWorld,Hyderabad,Tamil Nadu India,29,Nashik,Bangalore Urban,Telangana,1896080,Male,Married,19 July 2024,3,894102,Magna,Sedan,Creta,Maruti,Asian,Salaried,581086,1,125697,12 September 2024,23 April 2027
DriveEasy,Bangalore,West Bengal India,51,Nagpur,Pune,West Bengal,1379982,Male,Divorced,21 September 2024,3,2072807,SX,Luxury Sedan,I10 GRAND,Maruti,Asian,Retired,1791278,1,1217381,04 November 2024,26 October 2026
AutoZone,Mumbai,Karnataka India,36,Kolkata,New Delhi,Tamil Nadu,1378283,Male,Married,18 January 2023,2,1106700,Era,Luxury Sedan,Swift,Honda,Asian,Self Employed,895528,0,35502,24 March 2023,26 October 2025
SCP,Pune,West Bengal India,57,Chennai,Kolkata,Karnataka,1609330,Male,Married,31 March 2024,2,815036,ZX,Premium Hatchback,Swift,Maruti,Caucasian,Salaried,490306,0,75285,09 June 2024,22 April 2026
SpeedWheels,Mumbai,Tamil Nadu India,39,Nagpur,New Delhi,Delhi,613063,Female,Married,17 June 2024,2,2025949,Sportz,SUV,Nexon,Maruti,Caucasian,Retired,1678573,0,102135,06 September 2024,28 December 2026
SpeedWheels,Pune,Tamil Nadu India,44,Nagpur,Bangalore Urban,Karnataka,2109969,Male,Married,28 December 2023,3,1074356,Era,Compact SUV,I10 GRAND,Maruti,Caucasian,Government Employee,902256,0,73351,10 February 2024,30 June 2026
SCP,Kolkata,West Bengal India,32,Delhi,Pune,Karnataka,1892725,Male,Married,23 October 2023,2,2345772,Sportz,SUV,City,Maruti,Native American,Retired,1915663,0,148494,11 January 2024,11 February 2026
SCP,Bangalore,Tamil Nadu India,61,Nashik,Hyderabad,Telangana,508924,Male,Unmarried,07 January 2024,3,1629226,Magna,Compact SUV,Brezza,Tata,Asian,Government Employee,1051534,1,668699,16 March 2024,19 August 2025
CarWorld,Hyderabad,Delhi India,31,Pune,Mumbai Suburban,Karnataka,1471404,Female,Married,07 August 2023,3,579937,VX,Entry Hatchback,Verna,Hyundai,Asian,Salaried,421956,0,73061,03 October 2023,05 April 2025
TCS Auto,Hyderabad,Tamil Nadu India,45,Nashik,Chennai,Karnataka,1583846,Female,Unmarried,04 February 2024,1,833837,Sportz,Premium Hatchback,Swift,Maruti,Asian,Salaried,649090,0,124946,02 May 2024,04 August 2025
SCP,Kolkata,Delhi India,43,Pune,Pune,Maharashtra,1532957,Female,Married,18 February 2023,3,508920,Asta,Premium Hatchback,I10 GRAND,Maruti,Caucasian,Professional,444977,1,161370,04 May 2023,19 July 2025
AutoHub,Delhi,Tamil Nadu India,54,Chennai,Chennai,Delhi,2213994,Male,Married,19 April 2023,2,2322585,Magna,Entry Hatchback,City,Honda,Asian,Retired,2040952,0,78959,13 July 2023,31 May 2026
TCS Auto,Pune,Delhi India,35,Hyderabad,Mumbai Suburban,West Bengal,2033077,Male,Married,04 June 2024,1,557895,Era,Premium Hatchback,Brezza,Maruti,Asian,Self Employed,390303,0,42244,08 July 2024,05 October 2025
SpeedWheels,Chennai,Tamil Nadu India,63,Chennai,Chennai,Delhi,2387908,Female,Married,08 April 2023,1,1546202,SX,Sedan,Creta,Maruti,Native American,Government Employee,944804,0,103525,27 June 2023,02 July 2025
CarWorld,Bangalore,Karnataka India,23,Delhi,New Delhi,Karnataka,996368,Male,Married,30 August 2024,3,1009564,Sportz,Premium Hatchback,Brezza,Maruti,Caucasian,Self Employed,896578,1,404678,16 October 2024,15 May 2026
SCP,Mumbai,Telangana India,34,Chennai,Pune,Maharashtra,950510,Female,Married,11 November 2024,1,713637,Asta,Premium Hatchback,I10 GRAND,Hyundai,African,Government Employee,630810,0,99791,27 December 2024,20 February 2026
DriveEasy,Pune,Telangana India,40,Kolkata,Chennai,West Bengal,723662,Female,Married,29 November 2023,3,2134292,SX,Luxury Sedan,Baleno,Maruti,Hispanic,Professional,1635967,1,868993,02 February 2024,21 January 2027
SCP,Delhi,Maharashtra India,46,Mumbai,Bangalore Urban,Telangana,2090637,Female,Married,26 March 2023,1,602361,Asta,Luxury Sedan,I10 GRAND,Maruti,Asian,Salaried,491770,0,68964,14 May 2023,18 May 2024
